mode,cohort,replicate,Date Time Point,Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
agonist,3,1,19:46.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,19:46.7,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H16,0,0,,,5,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,19:46.8,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,19:54.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,19:55.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O5,0,0,,,5,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,19:55.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,19:56.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O3,0,0,,,25,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,19:56.5,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O2,0,0,,,45,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,21:13.3,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[20],CYP2J2_5,Greiner_384PS_781096,J17,0,0,,,2.5,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,21:13.9,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[20],CYP2J2_5,Greiner_384PS_781096,J16,0,0,,,5,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,21:14.3,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[20],CYP2J2_5,Greiner_384PS_781096,J15,0,0,,,12.5,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,21:14.8,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[20],CYP2J2_5,Greiner_384PS_781096,J14,0,0,,,25,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,21:15.3,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[20],CYP2J2_5,Greiner_384PS_781096,J13,0,0,,,45,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:08.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.191,92.323,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:08.5,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.191,92.323,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:09.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.191,92.323,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:09.5,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.191,92.323,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:10.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.191,92.323,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:12.4,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,I13,0,0,,,45,0,62.029,91.616,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:12.9,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,I14,0,0,,,25,0,62.029,91.616,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:13.3,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,I15,0,0,,,12.5,0,62.029,91.616,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:13.8,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,I16,0,0,,,5,0,62.029,91.616,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,28:14.2,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[23],CYP3A4_3,Greiner_384PS_781096,I17,0,0,,,2.5,0,62.029,91.616,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,29:28.9,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,H13,0,0,,,45,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,29:29.0,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,H14,0,0,,,25,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,29:29.1,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,29:29.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,H16,0,0,,,5,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,29:29.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,74.175,75.859,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80192 ft: 5.41123
agonist,3,1,29:36.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,29:37.6,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,O5,0,0,,,5,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,29:38.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,29:38.5,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,O3,0,0,,,25,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,29:39.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[24],CYP3A4_4,Greiner_384PS_781096,O2,0,0,,,45,0,63.747,92.942,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,30:56.8,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[25],CYP3A4_5,Greiner_384PS_781096,J17,0,0,,,2.5,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,30:57.3,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[25],CYP3A4_5,Greiner_384PS_781096,J16,0,0,,,5,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,30:57.8,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[25],CYP3A4_5,Greiner_384PS_781096,J15,0,0,,,12.5,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,30:58.2,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[25],CYP3A4_5,Greiner_384PS_781096,J14,0,0,,,25,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,1,30:58.7,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[25],CYP3A4_5,Greiner_384PS_781096,J13,0,0,,,45,0,66.435,90.428,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:39.7,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:40.2,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:40.7,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:41.2,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:41.6,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:44.8,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,I15,0,0,,,12.5,0,62.385,90.883,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,49:45.2,Source Plate[1],DPID_128,384PP_DMSO2,B5,Destination Plate[3],CYP2D6_3,Greiner_384PS_781096,I16,0,0,,,5,0,62.385,90.883,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,51:00.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,H13,0,0,,,45,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,51:00.4,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,H14,0,0,,,25,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,51:00.5,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,51:00.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,H16,0,0,,,5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,51:00.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,51:08.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,51:08.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,O5,0,0,,,5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,51:09.4,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,51:09.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,O3,0,0,,,25,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,51:10.3,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[4],CYP2D6_4,Greiner_384PS_781096,O2,0,0,,,45,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,52:37.9,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2D6_5,Greiner_384PS_781096,J17,0,0,,,2.5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,52:38.4,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2D6_5,Greiner_384PS_781096,J16,0,0,,,5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,52:38.9,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2D6_5,Greiner_384PS_781096,J15,0,0,,,12.5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,52:39.4,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2D6_5,Greiner_384PS_781096,J14,0,0,,,25,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,52:39.8,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[5],CYP2D6_5,Greiner_384PS_781096,J13,0,0,,,45,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,57:00.3,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2E1_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,57:00.8,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2E1_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,57:01.3,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2E1_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,57:01.8,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2E1_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,57:02.2,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[8],CYP2E1_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,58:22.1,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,H13,0,0,,,45,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,58:22.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,H14,0,0,,,25,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,58:22.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,58:22.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,H16,0,0,,,5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,58:22.4,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,58:29.8,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,58:30.7,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,O5,0,0,,,5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,58:31.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,58:31.7,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,O3,0,0,,,25,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,58:32.2,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[9],CYP2E1_4,Greiner_384PS_781096,O2,0,0,,,45,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,59:48.9,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[10],CYP2E1_5,Greiner_384PS_781096,J17,0,0,,,2.5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,59:49.5,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[10],CYP2E1_5,Greiner_384PS_781096,J16,0,0,,,5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,59:49.9,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[10],CYP2E1_5,Greiner_384PS_781096,J15,0,0,,,12.5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,59:50.4,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[10],CYP2E1_5,Greiner_384PS_781096,J14,0,0,,,25,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,59:50.9,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[10],CYP2E1_5,Greiner_384PS_781096,J13,0,0,,,45,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,03:53.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[13],CYP2E1.wt_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,03:53.5,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[13],CYP2E1.wt_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,03:54.0,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[13],CYP2E1.wt_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,03:54.4,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[13],CYP2E1.wt_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,03:54.9,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[13],CYP2E1.wt_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,05:12.4,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,H13,0,0,,,45,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,05:12.5,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,H14,0,0,,,25,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,05:12.5,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,05:12.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,H16,0,0,,,5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,05:12.7,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,05:20.1,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,05:21.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,O5,0,0,,,5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,05:21.5,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,05:22.0,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,O3,0,0,,,25,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,05:22.4,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[14],CYP2E1.wt_4,Greiner_384PS_781096,O2,0,0,,,45,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,06:38.6,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[15],CYP2E1.wt_5,Greiner_384PS_781096,J17,0,0,,,2.5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,06:39.1,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[15],CYP2E1.wt_5,Greiner_384PS_781096,J16,0,0,,,5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,06:39.6,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[15],CYP2E1.wt_5,Greiner_384PS_781096,J15,0,0,,,12.5,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,06:40.1,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[15],CYP2E1.wt_5,Greiner_384PS_781096,J14,0,0,,,25,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,06:40.6,Source Plate[1],DPID_128,384PP_DMSO2,H8,Destination Plate[15],CYP2E1.wt_5,Greiner_384PS_781096,J13,0,0,,,45,0,67.236,89.975,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,10:45.9,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[18],CYP2J2_3,Greiner_384PS_781096,D13,0,0,,,45,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,10:46.4,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[18],CYP2J2_3,Greiner_384PS_781096,D14,0,0,,,25,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,10:46.9,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[18],CYP2J2_3,Greiner_384PS_781096,D15,0,0,,,12.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,10:47.4,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[18],CYP2J2_3,Greiner_384PS_781096,D16,0,0,,,5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,10:47.8,Source Plate[1],DPID_128,384PP_DMSO2,H4,Destination Plate[18],CYP2J2_3,Greiner_384PS_781096,D17,0,0,,,2.5,0,62.638,91.147,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,12:05.2,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H13,0,0,,,45,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,12:05.3,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H14,0,0,,,25,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,12:05.4,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H15,0,0,,,12.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,12:05.5,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H16,0,0,,,5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,12:05.6,Source Plate[1],DPID_128,384PP_DMSO2,J6,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,H17,0,0,,,2.5,0,74.196,75.291,Percent,DMSO,MM0202006: Problem calc. eo fc: 1.80499 ft: 5.41322
agonist,3,2,12:12.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O6,0,0,,,2.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,12:13.9,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O5,0,0,,,5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
agonist,3,2,12:14.4,Source Plate[1],DPID_128,384PP_DMSO2,G7,Destination Plate[19],CYP2J2_4,Greiner_384PS_781096,O4,0,0,,,12.5,0,64.446,91.878,Percent,DMSO,MM0203001: DFA didn't converge.
