"X","m0id","m1id","m2id","m3id","spid","aeid","logc","resp","cndx","wllt","apid","rowi","coli","repi","chmn"
274518,122258322,159990451,159525212,207561363,"TP0000768G08",740,0.778151250383644,-3.40398201669878,4,"t","ASC0071477",13,9,1,"Fulvestrant"
274519,122258329,159990459,159525220,207561371,"TP0000768G08",740,-0.221848749616356,1.60565189466924,2,"t","ASC0071477",13,16,2,"Fulvestrant"
274520,122258676,159990467,159525228,207561379,"TP0000768G09",740,2,5.53129548762735,6,"t","ASC0071478",12,3,1,"Procymidone"
274521,122258683,159990475,159525236,207561387,"TP0000768G09",740,1,5.67685589519649,4,"t","ASC0071478",12,10,2,"Procymidone"
274522,122258690,159990483,159525244,207561395,"TP0000768G09",740,0,2.03784570596796,2,"t","ASC0071478",12,17,3,"Procymidone"
274559,122264653,159990779,159525540,207561691,"TP0000769B01",740,2,46.1988304093567,6,"t","ASC0071480",2,4,2,"4-Androstene-3,17-dione"
274560,122264660,159990787,159525548,207561699,"TP0000769B01",740,1,59.7953216374269,4,"t","ASC0071480",2,11,3,"4-Androstene-3,17-dione"
274581,122268258,159990955,159525716,207561867,"TP0000769B11",740,1,-0.774193548387098,4,"t","ASC0071485",2,9,1,"4-Cumylphenol"
274582,122268265,159990963,159525724,207561875,"TP0000769B11",740,0,-2.45161290322581,2,"t","ASC0071485",2,16,2,"4-Cumylphenol"
274592,122270052,159991043,159525804,207561955,"TP0000769C04",740,1.84509804001426,17.1383647798742,6,"t","ASC0071481",5,3,1,"Kaempferol"
274593,122270059,159991051,159525812,207561963,"TP0000769C04",740,0.845098040014257,-3.30188679245283,4,"t","ASC0071481",5,10,2,"Kaempferol"
274594,122270066,159991059,159525820,207561971,"TP0000769C04",740,-0.154901959985743,0,2,"t","ASC0071481",5,17,3,"Kaempferol"
274604,122271871,159991139,159525900,207562051,"TP0000769C09",740,2,-2.23752151462996,6,"t","ASC0071484",4,4,2,"Ethylparaben"
274605,122271878,159991147,159525908,207562059,"TP0000769C09",740,1,-1.77854274239817,4,"t","ASC0071484",4,11,3,"Ethylparaben"
274660,122281098,159991587,159526348,207562499,"TP0000769E10",740,0,-2.00803212851406,2,"t","ASC0071484",9,15,1,"Bisphenol A"
274661,122281088,159991595,159526356,207562507,"TP0000769E10",740,2,19.5639701663798,6,"t","ASC0071484",9,5,3,"Bisphenol A"
274673,122283300,159991691,159526452,207562603,"TP0000769F04",740,2,9.43396226415094,6,"t","ASC0071481",11,3,1,"Linuron"
274674,122283307,159991699,159526460,207562611,"TP0000769F04",740,1,-2.67295597484277,4,"t","ASC0071481",11,10,2,"Linuron"
274675,122283314,159991707,159526468,207562619,"TP0000769F04",740,0,8.49056603773584,2,"t","ASC0071481",11,17,3,"Linuron"
274678,122284032,159991731,159526492,207562643,"TP0000769F06",740,0,-1.05263157894736,2,"t","ASC0071482",11,15,1,"Z-Tetrachlorvinphos"
274679,122284022,159991739,159526500,207562651,"TP0000769F06",740,2,21.609907120743,6,"t","ASC0071482",11,5,3,"Z-Tetrachlorvinphos"
274682,122284740,159991763,159526524,207562675,"TP0000769F08",740,2,-2.0034344590727,6,"t","ASC0071483",11,3,1,"Atrazine"
274683,122284747,159991771,159526532,207562683,"TP0000769F08",740,1,-2.69032627361192,4,"t","ASC0071483",11,10,2,"Atrazine"
274684,122284754,159991779,159526540,207562691,"TP0000769F08",740,0,-0.85861476817402,2,"t","ASC0071483",11,17,3,"Atrazine"
274691,122286180,159991835,159526596,207562747,"TP0000769F12",740,2,62.7096774193548,6,"t","ASC0071485",11,3,1,"p,p'-DDE"
274692,122286187,159991843,159526604,207562755,"TP0000769F12",740,1,13.5483870967742,4,"t","ASC0071485",11,10,2,"p,p'-DDE"
274693,122286194,159991851,159526612,207562763,"TP0000769F12",740,0,4.64516129032257,2,"t","ASC0071485",11,17,3,"p,p'-DDE"
274698,122287266,159991891,159526652,207562803,"TP0000769G03",740,1,2.04402515723269,4,"t","ASC0071481",12,9,1,"4-Nonylphenol"
274699,122287273,159991899,159526660,207562811,"TP0000769G03",740,0,-8.17610062893082,2,"t","ASC0071481",12,16,2,"4-Nonylphenol"
274858,122310168,159993171,159527932,207564083,"TP0000813C04",740,0,0.404040404040404,2,"t","ASC0074193",5,15,1,"Chlorpyrifos"
274859,122310158,159993179,159527940,207564091,"TP0000813C04",740,2,28.1818181818182,6,"t","ASC0074193",5,4,3,"Chlorpyrifos"
274883,122314099,159993371,159528132,207564283,"TP0000813D03",740,0,1.31313131313131,6,"t","ASC0074193",6,3,2,"Raloxifene hydrochloride"
274884,122314106,159993379,159528140,207564291,"TP0000813D03",740,-1,0.606060606060607,4,"t","ASC0074193",6,10,3,"Raloxifene hydrochloride"
274896,122316192,159993475,159528236,207564387,"TP0000813D09",740,-1,-2.47349823321554,4,"t","ASC0074196",6,8,1,"Fulvestrant"
274897,122316199,159993483,159528244,207564395,"TP0000813D09",740,-2,3.06242638398116,2,"t","ASC0074196",6,16,2,"Fulvestrant"
274898,122316492,159993491,159528252,207564403,"TP0000813D10",740,2,9.54063604240283,6,"t","ASC0074196",7,2,1,"Bifenthrin"
274899,122316499,159993499,159528260,207564411,"TP0000813D10",740,1,-0.588928150765594,4,"t","ASC0074196",7,9,2,"Bifenthrin"
274900,122316506,159993507,159528268,207564419,"TP0000813D10",740,0,-2.00235571260305,2,"t","ASC0074196",7,17,3,"Bifenthrin"
274921,122320014,159993675,159528436,207564587,"TP0000813E08",740,-2,37.1667537898589,2,"t","ASC0074195",9,15,1,"Testosterone propionate"
274922,122320004,159993683,159528444,207564595,"TP0000813E08",740,0,89.5452169367485,6,"t","ASC0074195",9,4,3,"Testosterone propionate"
274950,122324544,159993907,159528668,207564819,"TP0000813F09",740,-1,1.17785630153121,4,"t","ASC0074196",10,8,1,"Bisphenol A"
274951,122324551,159993915,159528676,207564827,"TP0000813F09",740,-2,1.17785630153121,2,"t","ASC0074196",10,16,2,"Bisphenol A"
274964,122326645,159994019,159528780,207564931,"TP0000813G03",740,2,15.6565656565657,6,"t","ASC0074193",12,3,2,"Diazinon"
274965,122326652,159994027,159528788,207564939,"TP0000813G03",740,1,-1.51515151515151,4,"t","ASC0074193",12,10,3,"Diazinon"
275004,122333112,159994339,159529100,207565251,"TP0000813H09",740,-1,94.9352179034158,4,"t","ASC0074196",14,8,1,"5alpha-Dihydrotestosterone"
275005,122333119,159994347,159529108,207565259,"TP0000813H09",740,-2,99.8822143698469,2,"t","ASC0074196",14,16,2,"5alpha-Dihydrotestosterone"
275013,122334480,159994411,159529172,207565323,"TP0000814B01",740,-1,-0.956668542487333,4,"t","ASC0074198",2,8,1,"Diethylstilbestrol"
275014,122334487,159994419,159529180,207565331,"TP0000814B01",740,-2,-2.30725942599887,2,"t","ASC0074198",2,16,2,"Diethylstilbestrol"
275063,122342269,159994811,159529572,207565723,"TP0000814C11",740,2,6.02564102564102,6,"t","ASC0074203",4,3,2,"Cyfluthrin"
275064,122342276,159994819,159529580,207565731,"TP0000814C11",740,1,-3.46153846153847,4,"t","ASC0074203",4,10,3,"Cyfluthrin"
275081,122345131,159994955,159529716,207565867,"TP0000814D07",740,0,98.0023501762632,6,"t","ASC0074201",6,3,2,"Norethindrone"
275082,122345138,159994963,159529724,207565875,"TP0000814D07",740,-1,76.7332549941246,4,"t","ASC0074201",6,10,3,"Norethindrone"
275128,122352630,159995331,159530092,207566243,"TP0000814F04",740,-2,78.1697905181918,2,"t","ASC0074199",11,15,1,"Levonorgestrel"
275129,122352620,159995339,159530100,207566251,"TP0000814F04",740,0,99.5589856670342,6,"t","ASC0074199",11,4,3,"Levonorgestrel"
275159,122357586,159995579,159530340,207566491,"TP0000814G06",740,0,103.087100330761,6,"t","ASC0074200",13,2,1,"Levonorgestrel"
275160,122357593,159995587,159530348,207566499,"TP0000814G06",740,-1,109.922822491731,4,"t","ASC0074200",13,9,2,"Levonorgestrel"
275161,122357600,159995595,159530356,207566507,"TP0000814G06",740,-2,74.4211686879824,2,"t","ASC0074200",13,17,3,"Levonorgestrel"
275202,122364288,159995923,159530684,207566835,"TP0000815B01",740,-1,10.1694915254237,4,"t","ASC0074204",2,8,1,"17alpha-Ethinylestradiol"
275203,122364295,159995931,159530692,207566843,"TP0000815B01",740,-2,1.09670987038883,2,"t","ASC0074204",2,16,2,"17alpha-Ethinylestradiol"
275209,122365320,159995979,159530740,207566891,"TP0000815B04",740,0,-4.26695842450766,2,"t","ASC0074205",3,15,1,"Metalaxyl"
275210,122365310,159995987,159530748,207566899,"TP0000815B04",740,2,-1.96936542669584,6,"t","ASC0074205",3,4,3,"Metalaxyl"
275276,122376036,159996515,159531276,207567427,"TP0000815D10",740,2,45.8264234383637,6,"t","ASC0074208",7,2,1,"p,p'-DDD"
275277,122376043,159996523,159531284,207567435,"TP0000815D10",740,1,-2.9297954671089,4,"t","ASC0074208",7,9,2,"p,p'-DDD"
275278,122376050,159996531,159531292,207567443,"TP0000815D10",740,0,0.386954118297408,2,"t","ASC0074208",7,17,3,"p,p'-DDD"
275310,122381424,159996787,159531548,207567699,"TP0000815F01",740,-1,-1.39581256231306,4,"t","ASC0074204",10,8,1,"Ethylparaben"
275311,122381431,159996795,159531556,207567707,"TP0000815F01",740,-2,-2.29312063808574,2,"t","ASC0074204",10,16,2,"Ethylparaben"
275328,122384250,159996931,159531692,207567843,"TP0000815F09",740,1,4.25649530127142,4,"t","ASC0074208",10,8,1,"Esfenvalerate"
275329,122384257,159996939,159531700,207567851,"TP0000815F09",740,0,0.0552791597567779,2,"t","ASC0074208",10,16,2,"Esfenvalerate"
275346,122387112,159997075,159531836,207567987,"TP0000815G05",740,-1,90.304396843292,4,"t","ASC0074206",12,8,1,"17-Methyltestosterone"
275347,122387119,159997083,159531844,207567995,"TP0000815G05",740,-2,87.1476888387824,2,"t","ASC0074206",12,16,2,"17-Methyltestosterone"
275380,122392392,159997347,159532108,207568259,"TP0000815H08",740,0,8.01061007957559,2,"t","ASC0074207",15,15,1,"Chlorothalonil"
275381,122392382,159997355,159532116,207568267,"TP0000815H08",740,2,56.4986737400531,6,"t","ASC0074207",15,4,3,"Chlorothalonil"
275396,122394901,159997475,159532236,207568387,"TP0000816B03",740,2,12.6647564469914,6,"t","ASC0074211",2,3,2,"Dipentyl phthalate"
275397,122394908,159997483,159532244,207568395,"TP0000816B03",740,1,0.171919770773645,4,"t","ASC0074211",2,10,3,"Dipentyl phthalate"
275414,122397781,159997619,159532380,207568531,"TP0000816B11",740,2,-1.85643564356436,6,"t","ASC0074215",2,3,2,"Bis(2-ethylhexyl)hexanedioate"
275415,122397788,159997627,159532388,207568539,"TP0000816B11",740,1,-2.84653465346535,4,"t","ASC0074215",2,10,3,"Bis(2-ethylhexyl)hexanedioate"
275445,122402808,159997867,159532628,207568779,"TP0000816D01",740,-1,-2.31788079470199,4,"t","ASC0074210",6,8,1,"Procymidone"
275446,122402815,159997875,159532636,207568787,"TP0000816D01",740,-2,-7.83664459161149,2,"t","ASC0074210",6,16,2,"Procymidone"
275477,122407789,159998123,159532884,207569035,"TP0000816E03",740,2,21.0315186246418,6,"t","ASC0074211",8,3,2,"Benfluralin"
275478,122407796,159998131,159532892,207569043,"TP0000816E03",740,1,1.54727793696276,4,"t","ASC0074211",8,10,3,"Benfluralin"
275481,122408496,159998155,159532916,207569067,"TP0000816E05",740,-1,-2.24586288416076,4,"t","ASC0074212",8,8,1,"Bisphenol AF"
275482,122408503,159998163,159532924,207569075,"TP0000816E05",740,-2,1.89125295508274,2,"t","ASC0074212",8,16,2,"Bisphenol AF"
275486,122409157,159998195,159532956,207569107,"TP0000816E07",740,2,14.5161290322581,6,"t","ASC0074213",8,3,2,"Propiconazole"
275487,122409164,159998203,159532964,207569115,"TP0000816E07",740,1,-1.1520737327189,4,"t","ASC0074213",8,10,3,"Propiconazole"
275501,122411604,159998315,159533076,207569227,"TP0000816F02",740,2,2.09713024282561,6,"t","ASC0074210",11,2,1,"Flutolanil"
275502,122411611,159998323,159533084,207569235,"TP0000816F02",740,1,-0.883002207505519,4,"t","ASC0074210",11,9,2,"Flutolanil"
275503,122411618,159998331,159533092,207569243,"TP0000816F02",740,0,-2.31788079470199,2,"t","ASC0074210",11,17,3,"Flutolanil"
275504,122411965,159998339,159533100,207569251,"TP0000816F03",740,2,17.2492836676218,6,"t","ASC0074211",10,3,2,"Phosmet"
275505,122411972,159998347,159533108,207569259,"TP0000816F03",740,1,-6.93409742120344,4,"t","ASC0074211",10,10,3,"Phosmet"
275517,122414112,159998443,159533204,207569355,"TP0000816F09",740,-1,0.89874176153386,4,"t","ASC0074214",10,8,1,"Estrone"
275518,122414119,159998451,159533212,207569363,"TP0000816F09",740,-2,3.41521869382864,2,"t","ASC0074214",10,16,2,"Estrone"
275528,122415834,159998531,159533292,207569443,"TP0000816G02",740,0,-1.65562913907285,6,"t","ASC0074210",13,2,1,"Raloxifene hydrochloride"
275529,122415841,159998539,159533300,207569451,"TP0000816G02",740,-1,2.64900662251656,4,"t","ASC0074210",13,9,2,"Raloxifene hydrochloride"
275530,122415848,159998547,159533308,207569459,"TP0000816G02",740,-2,0.44150110375276,2,"t","ASC0074210",13,17,3,"Raloxifene hydrochloride"
275582,122424348,159998963,159533724,207569875,"TP0000817B02",740,2,7.96561604584526,6,"t","ASC0075051",3,2,1,"Diethyl phthalate"
275583,122424355,159998971,159533732,207569883,"TP0000817B02",740,1,-2.92263610315187,4,"t","ASC0075051",3,9,2,"Diethyl phthalate"
275584,122424362,159998979,159533740,207569891,"TP0000817B02",740,0,3.6103151862464,2,"t","ASC0075051",3,17,3,"Diethyl phthalate"
275589,122425434,159999019,159533780,207569931,"TP0000817B05",740,1,8.46501128668171,4,"t","ASC0075053",2,8,1,"Carbendazim"
275590,122425441,159999027,159533788,207569939,"TP0000817B05",740,0,1.80586907449209,2,"t","ASC0075053",2,16,2,"Carbendazim"
275600,122427210,159999107,159533868,207570019,"TP0000817B10",740,0,96.4243146603099,6,"t","ASC0075055",3,2,1,"Testosterone propionate"
275601,122427217,159999115,159533876,207570027,"TP0000817B10",740,-1,85.4588796185936,4,"t","ASC0075055",3,9,2,"Testosterone propionate"
275602,122427224,159999123,159533884,207570035,"TP0000817B10",740,-2,31.4660309892729,2,"t","ASC0075055",3,17,3,"Testosterone propionate"
275605,122427888,159999147,159533908,207570059,"TP0000817B12",740,0,-2.75344180225282,2,"t","ASC0075056",3,15,1,"Permethrin"
275606,122427878,159999155,159533916,207570067,"TP0000817B12",740,2,15.2690863579474,6,"t","ASC0075056",3,4,3,"Permethrin"
275614,122429310,159999219,159533980,207570131,"TP0000817C04",740,-2,70.0114025085519,2,"t","ASC0075052",5,15,1,"Levonorgestrel"
275615,122429300,159999227,159533988,207570139,"TP0000817C04",740,0,88.7115165336374,6,"t","ASC0075052",5,4,3,"Levonorgestrel"
275634,122432490,159999379,159534140,207570291,"TP0000817D01",740,1,3.6103151862464,4,"t","ASC0075051",6,8,1,"Pentachloronitrobenzene"
275635,122432497,159999387,159534148,207570299,"TP0000817D01",740,0,-0.401146131805164,2,"t","ASC0075051",6,16,2,"Pentachloronitrobenzene"
275652,122435370,159999523,159534284,207570435,"TP0000817D09",740,1,1.31108462455304,4,"t","ASC0075055",6,8,1,"Tebuconazole"
275653,122435377,159999531,159534292,207570443,"TP0000817D09",740,0,0.953516090584029,2,"t","ASC0075055",6,16,2,"Tebuconazole"
275661,122436792,159999595,159534356,207570507,"TP0000817E01",740,-1,1.08882521489971,4,"t","ASC0075051",8,8,1,"Raloxifene hydrochloride"
275662,122436799,159999603,159534364,207570515,"TP0000817E01",740,-2,-3.61031518624643,2,"t","ASC0075051",8,16,2,"Raloxifene hydrochloride"
275663,122437092,159999611,159534372,207570523,"TP0000817E02",740,2,5.44412607449855,6,"t","ASC0075051",9,2,1,"2,4-Dinitrophenol"
275664,122437099,159999619,159534380,207570531,"TP0000817E02",740,1,-2.46418338108883,4,"t","ASC0075051",9,9,2,"2,4-Dinitrophenol"
275665,122437106,159999627,159534388,207570539,"TP0000817E02",740,0,0.401146131805152,2,"t","ASC0075051",9,17,3,"2,4-Dinitrophenol"
275677,122439264,159999723,159534484,207570635,"TP0000817E08",740,0,-5.24495677233429,2,"t","ASC0075054",9,15,1,"Fenarimol"
275678,122439254,159999731,159534492,207570643,"TP0000817E08",740,2,15.0432276657061,6,"t","ASC0075054",9,4,3,"Fenarimol"
275704,122443584,159999939,159534700,207570851,"TP0000817F08",740,0,1.3256484149856,2,"t","ASC0075054",11,15,1,"Octylbicycloheptenedicarboximide"
275705,122443574,159999947,159534708,207570859,"TP0000817F08",740,2,14.3515850144092,6,"t","ASC0075054",11,4,3,"Octylbicycloheptenedicarboximide"
275724,122446818,160000099,159534860,207571011,"TP0000817G05",740,1,-5.30474040632055,4,"t","ASC0075053",12,8,1,"4-(2-Methylbutan-2-yl)phenol"
275725,122446825,160000107,159534868,207571019,"TP0000817G05",740,0,-0.225733634311513,2,"t","ASC0075053",12,16,2,"4-(2-Methylbutan-2-yl)phenol"
275726,122447154,160000115,159534876,207571027,"TP0000817G06",740,0,120.090293453725,6,"t","ASC0075053",13,2,1,"17beta-Trenbolone"
275727,122447161,160000123,159534884,207571035,"TP0000817G06",740,-1,111.060948081264,4,"t","ASC0075053",13,9,2,"17beta-Trenbolone"
275728,122447168,160000131,159534892,207571043,"TP0000817G06",740,-2,104.51467268623,2,"t","ASC0075053",13,17,3,"17beta-Trenbolone"
275729,122447443,160000139,159534900,207571051,"TP0000817G07",740,0,70.835734870317,6,"t","ASC0075054",12,3,2,"17alpha-Estradiol"
275730,122447450,160000147,159534908,207571059,"TP0000817G07",740,-1,38.6743515850144,4,"t","ASC0075054",12,10,3,"17alpha-Estradiol"
275733,122448114,160000171,159534932,207571083,"TP0000817G09",740,1,-1.54946364719905,4,"t","ASC0075055",12,8,1,"Octamethylcyclotetrasiloxane"
275734,122448121,160000179,159534940,207571091,"TP0000817G09",740,0,0.715137067938022,2,"t","ASC0075055",12,16,2,"Octamethylcyclotetrasiloxane"
275767,122453520,160000443,159535204,207571355,"TP0000817H12",740,0,0.125156445556946,2,"t","ASC0075056",15,15,1,"Acephate"
275768,122453510,160000451,159535212,207571363,"TP0000817H12",740,2,-0.625782227784731,6,"t","ASC0075056",15,4,3,"Acephate"
275814,122461056,160000819,159535580,207571731,"TP0000818C09",740,-1,3.19270239452679,4,"t","ASC0075061",4,8,1,"Genistein"
275815,122461063,160000827,159535588,207571739,"TP0000818C09",740,-2,-4.21892816419613,2,"t","ASC0075061",4,16,2,"Genistein"
275823,122462424,160000891,159535652,207571803,"TP0000818D01",740,-1,116.423841059603,4,"t","ASC0075057",6,8,1,"17beta-Trenbolone"
275824,122462431,160000899,159535660,207571811,"TP0000818D01",740,-2,101.192052980132,2,"t","ASC0075057",6,16,2,"17beta-Trenbolone"
275828,122463085,160000931,159535692,207571843,"TP0000818D03",740,2,33.9045287637699,6,"t","ASC0075058",6,3,2,"Flutamide"
275829,122463092,160000939,159535700,207571851,"TP0000818D03",740,1,5.140758873929,4,"t","ASC0075058",6,10,3,"Flutamide"
275843,122465604,160001051,159535812,207571963,"TP0000818D10",740,1.69897000433602,8.20980615735461,6,"t","ASC0075061",7,2,1,"Pentachlorophenol"
275844,122465611,160001059,159535820,207571971,"TP0000818D10",740,0.698970004336019,-1.93842645381984,4,"t","ASC0075061",7,9,2,"Pentachlorophenol"
275845,122465618,160001067,159535828,207571979,"TP0000818D10",740,-0.301029995663981,0,2,"t","ASC0075061",7,17,3,"Pentachlorophenol"
275873,122470285,160001291,159536052,207572203,"TP0000818E11",740,2,29.8382598996096,6,"t","ASC0075062",8,3,2,"Dihexyl phthalate"
275874,122470292,160001299,159536060,207572211,"TP0000818E11",740,1,-1.72894590072504,4,"t","ASC0075062",8,10,3,"Dihexyl phthalate"
275940,122481072,160001827,159536588,207572739,"TP0000818H05",740,-1,-2.12765957446809,4,"t","ASC0075059",14,8,1,"Diethylstilbestrol"
275941,122481079,160001835,159536596,207572747,"TP0000818H05",740,-2,4.37352245862883,2,"t","ASC0075059",14,16,2,"Diethylstilbestrol"
275945,122481715,160001867,159536628,207572779,"TP0000818H07",740,0,24.1736876215165,6,"t","ASC0075060",14,3,2,"17alpha-Ethinylestradiol"
275946,122481722,160001875,159536636,207572787,"TP0000818H07",740,-1,7.0641607258587,4,"t","ASC0075060",14,10,3,"17alpha-Ethinylestradiol"
275969,122485548,160002059,159536820,207572971,"TP0000819B06",740,2,12.993762993763,6,"t","ASC0075065",3,2,1,"Benomyl"
275970,122485555,160002067,159536828,207572979,"TP0000819B06",740,1,13.6174636174636,4,"t","ASC0075065",3,9,2,"Benomyl"
275971,122485562,160002075,159536836,207572987,"TP0000819B06",740,0,6.65280665280665,2,"t","ASC0075065",3,17,3,"Benomyl"
275999,122490211,160002299,159537060,207573211,"TP0000819C07",740,0,-0.530222693531284,6,"t","ASC0075066",4,3,2,"Bisphenol AF"
276000,122490218,160002307,159537068,207573219,"TP0000819C07",740,-1,-7.95334040296925,4,"t","ASC0075066",4,10,3,"Bisphenol AF"
276021,122493744,160002475,159537236,207573387,"TP0000819D05",740,-1,1.03950103950104,4,"t","ASC0075065",6,8,1,"Bisphenol B"
276022,122493751,160002483,159537244,207573395,"TP0000819D05",740,-2,2.59875259875259,2,"t","ASC0075065",6,16,2,"Bisphenol B"
276050,122498346,160002707,159537468,207573619,"TP0000819E06",740,0,4.46985446985446,6,"t","ASC0075065",9,2,1,"Bisphenol A"
276051,122498353,160002715,159537476,207573627,"TP0000819E06",740,-1,-1.14345114345114,4,"t","ASC0075065",9,9,2,"Bisphenol A"
276052,122498360,160002723,159537484,207573635,"TP0000819E06",740,-2,-1.24740124740125,2,"t","ASC0075065",9,17,3,"Bisphenol A"
276055,122499006,160002747,159537508,207573659,"TP0000819E08",740,-2,80.4878048780488,2,"t","ASC0075066",9,15,1,"17-Methyltestosterone"
276056,122498996,160002755,159537516,207573667,"TP0000819E08",740,0,99.7879109225875,6,"t","ASC0075066",9,4,3,"17-Methyltestosterone"
276066,122500728,160002835,159537596,207573747,"TP0000819F01",740,-1,-0.74468085106383,4,"t","ASC0075063",10,8,1,"Genistein"
276067,122500735,160002843,159537604,207573755,"TP0000819F01",740,-2,-0.319148936170213,2,"t","ASC0075063",10,16,2,"Genistein"
276089,122504251,160003019,159537780,207573931,"TP0000819F11",740,0,61.2559241706161,6,"t","ASC0075068",10,3,2,"17alpha-Estradiol"
276090,122504258,160003027,159537788,207573939,"TP0000819F11",740,-1,39.3364928909953,4,"t","ASC0075068",10,10,3,"17alpha-Estradiol"
276100,122505990,160003107,159537868,207574019,"TP0000819G04",740,-2,7.53275109170305,2,"t","ASC0075064",13,15,1,"Spironolactone"
276101,122505980,160003115,159537876,207574027,"TP0000819G04",740,0,68.0131004366812,6,"t","ASC0075064",13,4,3,"Spironolactone"
276107,122506987,160003163,159537924,207574075,"TP0000819G07",740,0,9.22587486744432,6,"t","ASC0075066",12,3,2,"Estrone"
276108,122506994,160003171,159537932,207574083,"TP0000819G07",740,-1,-0.63626723223754,4,"t","ASC0075066",12,10,3,"Estrone"
276116,122508373,160003235,159537996,207574147,"TP0000819G11",740,2,15.2843601895735,6,"t","ASC0075068",12,3,2,"Malathion"
276117,122508380,160003243,159538004,207574155,"TP0000819G11",740,1,1.30331753554502,4,"t","ASC0075068",12,10,3,"Malathion"
276224,122525437,160004099,159538860,207575011,"TP0000820D11",740,2,33.7480559875583,6,"t","ASC0075074",6,3,2,"Prochloraz"
276225,122525444,160004107,159538868,207575019,"TP0000820D11",740,1,1.39968895800934,4,"t","ASC0075074",6,10,3,"Prochloraz"
276248,122529378,160004291,159539052,207575203,"TP0000820E10",740,0,56.3872255489022,6,"t","ASC0075073",9,2,1,"17beta-Estradiol"
276249,122529385,160004299,159539060,207575211,"TP0000820E10",740,-1,32.1357285429142,4,"t","ASC0075073",9,9,2,"17beta-Estradiol"
276250,122529392,160004307,159539068,207575219,"TP0000820E10",740,-2,19.560878243513,2,"t","ASC0075073",9,17,3,"17beta-Estradiol"
276257,122530746,160004363,159539124,207575275,"TP0000820F02",740,0,-5.16751845542307,6,"t","ASC0075069",11,2,1,"Ethylparaben"
276258,122530753,160004371,159539132,207575283,"TP0000820F02",740,-1,-8.34752981260649,4,"t","ASC0075069",11,9,2,"Ethylparaben"
276259,122530760,160004379,159539140,207575291,"TP0000820F02",740,-2,0.85178875638841,2,"t","ASC0075069",11,17,3,"Ethylparaben"
276327,122541768,160004923,159539684,207575835,"TP0000820H09",740,-1,-0.798403193612775,4,"t","ASC0075073",14,8,1,"Bisphenol B"
276328,122541775,160004931,159539692,207575843,"TP0000820H09",740,-2,-5.58882235528942,2,"t","ASC0075073",14,16,2,"Bisphenol B"
276329,122542050,160004939,159539700,207575851,"TP0000820H10",740,0,2.39520958083833,6,"t","ASC0075073",15,2,1,"Bisphenol AF"
276330,122542057,160004947,159539708,207575859,"TP0000820H10",740,-1,1.59680638722555,4,"t","ASC0075073",15,9,2,"Bisphenol AF"
276331,122542064,160004955,159539716,207575867,"TP0000820H10",740,-2,2.99401197604791,2,"t","ASC0075073",15,17,3,"Bisphenol AF"
276343,122544168,160005051,159539812,207575963,"TP0000821B04",740,0,-7.77070063694268,2,"t","ASC0074557",3,15,1,"Propyzamide"
276344,122544158,160005059,159539820,207575971,"TP0000821B04",740,2,-3.69426751592357,6,"t","ASC0074557",3,4,3,"Propyzamide"
276365,122547756,160005227,159539988,207576139,"TP0000821C02",740,2,48.0473372781065,6,"t","ASC0074556",5,2,1,"Tetramethrin"
276366,122547763,160005235,159539996,207576147,"TP0000821C02",740,1,2.13017751479289,4,"t","ASC0074556",5,9,2,"Tetramethrin"
276367,122547770,160005243,159540004,207576155,"TP0000821C02",740,0,6.74556213017751,2,"t","ASC0074556",5,17,3,"Tetramethrin"
276372,122548824,160005283,159540044,207576195,"TP0000821C05",740,-1,39.8419864559819,4,"t","ASC0074558",4,8,1,"Spironolactone"
276373,122548831,160005291,159540052,207576203,"TP0000821C05",740,-2,-2.03160270880361,2,"t","ASC0074558",4,16,2,"Spironolactone"
276435,122558832,160005787,159540548,207576699,"TP0000821E09",740,-1,135.704697986577,4,"t","ASC0074560",8,8,1,"5alpha-Dihydrotestosterone"
276436,122558839,160005795,159540556,207576707,"TP0000821E09",740,-2,115.03355704698,2,"t","ASC0074560",8,16,2,"5alpha-Dihydrotestosterone"
276498,122568786,160006291,159541052,207577203,"TP0000821H01",740,1,0.118343195266272,4,"t","ASC0074556",14,8,1,"Simazine"
276499,122568793,160006299,159541060,207577211,"TP0000821H01",740,0,-1.65680473372781,2,"t","ASC0074556",14,16,2,"Simazine"
276507,122570226,160006363,159541124,207577275,"TP0000821H05",740,1,1.01580135440179,4,"t","ASC0074558",14,8,1,"Oxamyl"
276508,122570233,160006371,159541132,207577283,"TP0000821H05",740,0,4.40180586907448,2,"t","ASC0074558",14,16,2,"Oxamyl"
276552,122577426,160006723,159541484,207577635,"TP0000822C01",740,0.778151250383644,2.31990231990232,4,"t","ASC0074562",4,8,1,"Abamectin"
276553,122577433,160006731,159541492,207577643,"TP0000822C01",740,-0.221848749616356,1.22100122100122,2,"t","ASC0074562",4,16,2,"Abamectin"
276568,122579934,160006851,159541612,207577763,"TP0000822C08",740,-2,-5.37491705374917,2,"t","ASC0074565",5,15,1,"Diethylstilbestrol"
276569,122579924,160006859,159541620,207577771,"TP0000822C08",740,0,0.199071001990718,6,"t","ASC0074565",5,4,3,"Diethylstilbestrol"
276572,122580588,160006883,159541644,207577795,"TP0000822C10",740,2,-0.373134328358209,6,"t","ASC0074566",5,2,1,"Ethoprop"
